type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc,abstract
article,3152743,Chen Chai Phing and Tiong Sieh Kiong and Md Fauzan K. Mohd Yapandi and Johnny Koh Siaw Paw,,,,Prediction of NO2 Emission Concentration via Correlation of Multiple Big Data Sources Using Extreme Learning Machine,23--27,,5,"Emission Prediction, Extreme Learning Machine, Meteorology, Terrain Profile",10.1145/3152723.3152743,,,,,,,2017,,Proceedings of the 2017 International Conference on Big Data Research,ICBDR 2017,,978-1-4503-5356-4,"Osaka, Japan",ACM,"New York, NY, USA","Increase of electricity demand and urbanization process has caused more power plants to be built to meet the demand of electricity. However, development of power plant will cause environmental issue for its surrounding. Necessary measures need to be taken to ensure social and environmental sustainability. Among the requirements in Malaysia, discharge of air pollution emission of a gas- or distillate-fired power plant has to comply with air pollution level as described in the Malaysian Ambient Air Quality Standards ((MAAQS) 2013 and the Environmental Quality (Clean Air) Regulations 2014. Pertaining to the environmental requirements, this paper is to investigate the ability of a regression based artificial intelligence tool, namely Extreme Learning Machine (ELM) in correlating multiple sources of big data sets and subsequently predicting the air pollution emission level from the chimney of a Combined Cycle Gas Turbine (CCGT) power plant. This emission data is later being used to ensure the clean air regulatory requirement is fulfilled. The big data sources that have been used in this work are meteorological data, terrain and land use data, historical emission data and power plant parameters particularly related to the point source emitter. With the correlation of multiple big data sources, Extreme Learning Machine (ELM) is then trained for the prediction of emission rate at certain targeted areas, which are classified as air sensitive receptors (ASR) surrounding the power plant. Nitrogen dioxide (NO2) is the key emission that has been studied in this paper due to its criticality towards environment. A standalone application program has been developed to employ ELM based big data analytics tool for the prediction of NO2 pollution emission. The output of ELM is analyzed to ensure the emission at ground level of ASR is maintained within allowable limit."
article,2077576,Ming-Chun  Huang and Ethan  Chen and Wenyao  Xu and Majid  Sarrafzadeh,,,,Gaming for Upper Extremities Rehabilitation,27:1--27:2,27,2,"3D camera, IMU, Kinect, calibration, data glove, exercise, fusion, gaming, health, upper extremities rehabilitation",10.1145/2077546.2077576,,,,,,,2011,,Proceedings of the 2Nd Conference on Wireless Health,WH '11,,978-1-4503-0982-0,"San Diego, California",ACM,"New York, NY, USA","This paper presents a hand motion capture system. Its application is a wearable controller for an upper extremities rehabilitation game. The system consists of a wearable data glove platform (SmartGlove, a customized finger pressure, bending, and 9DOM motion extraction platform) and a 3D camera vision device (Kinect [1], vision based game controller supplied by Microsoft) to extract detailed upper extremities parameters as gaming inputs. The testing application is a jewel thief game [2] implemented with C# and Unity, which requires the tester, such as a stroked patient with upper extremities disabilities to perform a series of predefined upper extremities movements to accomplish the assigned jewel grasping tasks. The parameters and timing could recorded during the gaming process for further medical analysis. This system is targeted on lowering the cost of rehabilitating impaired limbs, providing remote patient monitoring, and acting as a natural interface for gaming systems. In addition, the extracted parameters can be exploited to reconstruct of an accurate model of the patient's limbs and body. Therefore, the proposed system can provide remote medical staffs a wide variety of information to aid a patient's rehabilitation, including, but not limited to aiding in progress evaluations and direct rehabilitative exercises and entertainment."
article,2638741,Anthony  Faiola and Preethi  Srinivas,,,,Extreme Mediation: Observing Mental and Physical Health in Everyday Life,47--50,,4,"conscious awareness, extreme mediation, mental health, physical activity, smartphone overuse",10.1145/2638728.2638741,,,,,,,2014,,Proceedings of the 2014 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct Publication,UbiComp '14 Adjunct,,978-1-4503-3047-3,"Seattle, Washington",ACM,"New York, NY, USA","The excessive use of smartphones resulting in extreme mediation has been identified to result in psychological problems including anxiety, depression, and an overall neural change that is impacting people of all ages on many levels. An exploratory study using Experience Sampling Method (ESM) concluded a significant increase in positive mood, conscious awareness of the surrounding environment, and an increased number of participants self-reporting physical activity lasting 15 minutes on days without smartphone use. Results suggest the need to avoid increased use of noninvasive technology such as smartphones resulting in deterioration of mental and physical health."
article,3084218,Ivanoe  De Falco and Eryk  Laskowski and Richard  Olejnik and Umberto  Scafuri and Ernesto  Tarantino and Marek  Tudruj,,,,Multi-objective Parallel Extremal Optimization in Processor Load Balancing for Distributed Programs,1796--1803,,8,"extremal optimization, multi-objective optimization, processor load balancing",10.1145/3067695.3084218,,,,,,,2017,,Proceedings of the Genetic and Evolutionary Computation Conference Companion,GECCO '17,,978-1-4503-4939-0,"Berlin, Germany",ACM,"New York, NY, USA","The paper concerns multi-objective methodology applied to parallel Extremal Optimization (EO) used in processor load balancing in execution of distributed programs. When load imbalance is detected in executive processors then EO algorithms are used to find best tasks migration leading to imbalance reduction and improvement of program execution time. For this a special multi-objective version of parallel EO is applied. It is based on the EO Guided Search (EO-GS) approach which employs problem knowledge to search for the best next solution state in solution improvement. In this EO version, additional fitness function is used in stochastic selection of next solution state based on computation and communication assessment of task migration targets. In the multi-objective EO approach we jointly control three objectives relevant in processor load balancing for distributed applications. They are: computational load balance in execution of distributed applications, volume of communication between tasks on different processors and task migration parameters which fight imbalance of processor loads. The proposed algorithms are assessed by simulated execution of distributed programs macro data flow graphs."
article,2481430,Yin  Lu and Yong  Chen and Yu  Zhuang and Rajeev  Thakur,,,,Memory-conscious Collective I/O for Extreme Scale HPC Systems,5:1--5:8,5,8,"collective I/O, extreme scale system, high performance computing, many-core architecture, parallel I/O",10.1145/2491661.2481430,,,,,,,2013,,Proceedings of the 3rd International Workshop on Runtime and Operating Systems for Supercomputers,ROSS '13,,978-1-4503-2146-4,"Eugene, Oregon",ACM,"New York, NY, USA","Upcoming extreme scale platforms are expected to have millions of nodes with hundreds to thousands of small cores for each node. The continuing decrease in memory capacity per core and the increasing disparity between core count and off-chip memory bandwidth can lead to significant challenges for I/O operations in extreme scale systems. Collective I/O is a critical I/O optimization technique, and the extreme scale challenges require rethinking this strategy for the effective exploitation of the correlation among I/O accesses. In this study, considering the constraint of the memory capacity and bandwidth, we introduce a Memory-Conscious Collective I/O. The new collective I/O strategy restricts aggregation data traffic within disjointed subgroups, coordinates I/O accesses in intra-node and inter-node layer, and determines I/O aggregators at run time considering memory consumption and variance among processes. The preliminary results have demonstrated that this strategy holds promise in mitigating the memory pressure, alleviating the contention for memory bandwidth, and improving the I/O performance for projected extreme scale HPC systems."
article,2413122,Ming-Chun  Huang and Wenyao  Xu and Yi  Su and Belinda  Lange and Chien-Yen  Chang and Majid  Sarrafzadeh,,,,SmartGlove for Upper Extremities Rehabilitative Gaming Assessment,20:1--20:4,20,4,"Kinect, animation, data glove, rehabilitation, upper extremities, upper limbs, video game",10.1145/2413097.2413122,,,,,,,2012,,Proceedings of the 5th International Conference on PErvasive Technologies Related to Assistive Environments,PETRA '12,,978-1-4503-1300-1,"Heraklion, Crete, Greece",ACM,"New York, NY, USA","This paper presents a quantitative assessment solution for an upper extremities rehabilitative gaming application [1]. This assessment solution consists of a set of stand-alone hardware, including SmartGlove and Kinect, a depth capturing sensor made by Microsoft. SmartGlove is a specially designed motion and finger angle extraction device which is packaged in an easy-to-wear and adjustable manner for a patient with an upper extremity impairment. Sensor data extraction, alignment, and visualization algorithms were designed for integrating hand-mounted sensors data streams into skeleton coordinates captured by the Kinect. This enhanced skeleton information can be summarized and replayed as upper extremity joint coordinate animations which can be used for physical therapists to quantify rehabilitation progress. In addition, to serve as an assessment tool, enhanced skeleton information can be used to extend the capability of the Kinect vision system, such as providing motion capture of the upper extremities, even when the testing subject is out of camera scope or one's upper extremities are occluded by the body."
article,3078592,Lei  Ying,,,,Stein's Method for Mean-Field Approximations in Light and Heavy Traffic Regimes,49--49,,1,"Stein's method, heavy traffic analysis, large-scale stochastic systems, mean-field approximations, the-power-of-two-choices",10.1145/3143314.3078592,SIGMETRICS Perform. Eval. Rev.,June 2017,45,1,,June,2017,0163-5999,,,,,,ACM,"New York, NY, USA","Mean-field analysis is an analytical method for understanding large-scale stochastic systems such as large-scale data centers and communication networks. The idea is to approximate the stationary distribution of a large-scale stochastic system using the equilibrium point (called the mean-field limit) of a dynamical system (called the mean-field model). This approximation is often justified by proving the weak convergence of stationary distributions to its mean-field limit. Most existing mean-field models concerned the light-traffic regime where the load of the system, denote by ρ, is strictly less than one and is independent of the size of the system. This is because a traditional mean-field model represents the limit of the corresponding stochastic system. Therefore, the load of the mean-field model is ρ=limN-> ∞ ρ(N), where ρ(N) is the load of the stochastic system of size N. Now if ρ(N)-> 1 as N -> ∞ (i.e., in the heavy-traffic regime), then ρ=1. For most systems, the mean-field limits when ρ=1 are trivial and meaningless. To overcome this difficulty of traditional mean-field models, this paper takes a different point of view on mean-field models. Instead of regarding a mean-field model as the limiting system of large-scale stochastic system, it views the equilibrium point of the mean-field model, called a mean-field solution, simply as an approximation of the stationary distribution of the finite-size system. Therefore both mean-field models and solutions can be functions of N. The proposed method focuses on quantifying the approximation error. If the approximation error is small (as we will show in two applications), then we can conclude that the mean-field solution is a good approximation of the stationary distribution."
article,3078592,Lei  Ying,,,,Stein's Method for Mean-Field Approximations in Light and Heavy Traffic Regimes,49--49,,1,"Stein's method, heavy traffic analysis, large-scale stochastic systems, mean-field approximations, the-power-of-two-choices",10.1145/3078505.3078592,,,,,,,2017,,Proceedings of the 2017 ACM SIGMETRICS / International Conference on Measurement and Modeling of Computer Systems,SIGMETRICS '17 Abstracts,,978-1-4503-5032-7,"Urbana-Champaign, Illinois, USA",ACM,"New York, NY, USA","Mean-field analysis is an analytical method for understanding large-scale stochastic systems such as large-scale data centers and communication networks. The idea is to approximate the stationary distribution of a large-scale stochastic system using the equilibrium point (called the mean-field limit) of a dynamical system (called the mean-field model). This approximation is often justified by proving the weak convergence of stationary distributions to its mean-field limit. Most existing mean-field models concerned the light-traffic regime where the load of the system, denote by ρ, is strictly less than one and is independent of the size of the system. This is because a traditional mean-field model represents the limit of the corresponding stochastic system. Therefore, the load of the mean-field model is ρ=limN-> ∞ ρ(N), where ρ(N) is the load of the stochastic system of size N. Now if ρ(N)-> 1 as N -> ∞ (i.e., in the heavy-traffic regime), then ρ=1. For most systems, the mean-field limits when ρ=1 are trivial and meaningless. To overcome this difficulty of traditional mean-field models, this paper takes a different point of view on mean-field models. Instead of regarding a mean-field model as the limiting system of large-scale stochastic system, it views the equilibrium point of the mean-field model, called a mean-field solution, simply as an approximation of the stationary distribution of the finite-size system. Therefore both mean-field models and solutions can be functions of N. The proposed method focuses on quantifying the approximation error. If the approximation error is small (as we will show in two applications), then we can conclude that the mean-field solution is a good approximation of the stationary distribution."
article,2532591,Xi  Chen and Markus  Koskela,,,,Online RGB-D Gesture Recognition with Extreme Learning Machines,467--474,,8,"RGB-D, extreme learning machine, hog, online gesture recognition, skeleton model",10.1145/2522848.2532591,,,,,,,2013,,Proceedings of the 15th ACM on International Conference on Multimodal Interaction,ICMI '13,,978-1-4503-2129-7,"Sydney, Australia",ACM,"New York, NY, USA","Gesture recognition is needed in many applications such as human-computer interaction and sign language recognition. The challenges of building an actual recognition system do not lie only in reaching an acceptable recognition accuracy but also with requirements for fast online processing. In this paper, we propose a method for online gesture recognition using RGB-D data from a Kinect sensor. Frame-level features are extracted from RGB frames and the skeletal model obtained from the depth data, and then classified by multiple extreme learning machines. The outputs from the classifiers are aggregated to provide the final classification results for the gestures. We test our method on the ChaLearn multi-modal gesture challenge data. The results of the experiments demonstrate that the method can perform effective multi-class gesture recognition in real-time."
article,2998365,Mark&#233;ta  Dolej&#353;ov&#225; and Denisa  Kera,,,,Soylent Diet Self-Experimentation: Design Challenges in Extreme Citizen Science Projects,2112--2123,,12,"extreme citizen science, health, nutrition literacy, risk, self-experimentation, self-tracking",10.1145/2998181.2998365,,,,,,,2017,,Proceedings of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing,CSCW '17,,978-1-4503-4335-0,"Portland, Oregon, USA",ACM,"New York, NY, USA","Quantified self-experimentation with personal diets is a popular activity among health enthusiasts, diagnosed patients, as well as ""life hackers"" pursuing self-optimization goals. In this paper, we reflect on self-experimentation practices in the context of amateur citizen science communities. We report findings from 11 month-long qualitative fieldwork in a community of nutrition hobbyists experimenting with a powdered food substitute ""soylent"". Our respondents customized the soylent powders to their personal needs, tracked their metabolic reactions to the diet, and discussed their findings with the online soylent user community. Although the data and knowledge sharing within the community positively impacted respondents' nutrition literacy, these activities created risks regarding their health safety and data privacy. We define soylent self-experimentation as a form of ""extreme citizen science"". Based on the limitations identified in the soylent community, we suggest a set of design recommendations for extreme citizen science projects."
article,2393260,G.  Geetha,,,,Detecting Epileptic Seizures Using Electroencephalogram: A Novel Technique for Seizure Classification Using Fast Walsh-Hadamard Transform and Hybrid Extreme Learning Machine,253--260,,8,"ElectroEncephaloGram, Extreme Learning Machine, Hybrid ELM, Levenberg--Marquardt algorithm, analytical hierarchy process, epilepsy",10.1145/2393216.2393260,,,,,,,2012,,"Proceedings of the Second International Conference on Computational Science, Engineering and Information Technology",CCSEIT '12,,978-1-4503-1310-0,"Coimbatore UNK, India",ACM,"New York, NY, USA","Epilepsy is one of the frequent brain disorder that may consequence in the brain dysfunction and cognitive disorders. Epileptic seizures occurred because of the transient and unexpected electrical interruptions of brain. EEG (ElectroEncephaloGram) is one of the most important methods for inquiring the human brain dynamics that affords a direct evaluation of cortical behavior. Data recording create very lengthy data, and therefore the inspection and identification of epilepsy will take more time for completion. In recent years, computerized diagnoses of systems are usually established to make the diagnosis simpler. This paper discusses an implementation of automated epileptic EEG detection system using Fast Walsh-Hadamard Transform and Hybrid Extreme Learning Machine. In this paper, Spatially-Constrained Independent Component Analysis (SCICA) with otsu's thresholding is used to separate the exactly the artificate Independent Components (ICs) from the initial EEG signal. Fast Walsh-Hadamard Transform and Sample Entropy (SampEn) is used for feature extraction to the task of classifying EEG signals, that which are normal, ictal and interictal. This paper uses Hybrid ELM as a classification model. This classification model uses the Analytical Hierarchy Process (AHP) method to select the input weights and hidden biases, the ELM algorithm to analytically determine the output weights and the Levenberg--Marquardt (LM) algorithm to learn the network. Experimental results show that automatic epilepsy detection using Fast Walsh-Hadamard Transform and Hybrid Extreme Learning Machine achieves batter accuracy in lesser time than standard ELM."
